Deepfake Detection Results
Weights: batchFacesAll
================================================================================

[1/4639] Image: fa9fd3dc-ca18-442d-acc5-3b92ee07b909__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9554
[1027/4639] Image: 01efe0c1-e331-42f2-be40-ed600cfad374__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0852
[1028/4639] Image: 8b6632bc-080e-4a47-ade1-597850576444__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0102
[1029/4639] Image: 07b98001-5406-43ef-8f32-4e0883a66d4a__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9982
[1030/4639] Image: 734cfb41-8964-4048-8dab-f78437db58d4__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0079
[1031/4639] Image: 520c78b1-29e9-4065-88ce-67e5ce9c222d__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6230
[1032/4639] Image: 8062d5ea-7315-4f98-9fa9-b3fe8ee2a2d9__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9623
[1033/4639] Image: cf648844-1be1-4667-8e39-6befa9fdf609__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0035
[1034/4639] Image: 1bdfa23f-3664-483b-b390-059b0da64d38__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9413
[1035/4639] Image: e2756593-3001-48d4-816d-b4af3b7cd60b__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.5664
[1036/4639] Image: 57a8ceec-1daf-40e8-871b-8fced914bfec__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0412
[1037/4639] Image: 91926766-7df8-4d0d-904a-5aee88b54d54__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6169
[1038/4639] Image: c2a4410f-cc0f-467c-b7be-c2276b6bd556__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6398
[1039/4639] Image: 3692b597-f723-484e-b5a7-bfabcbd09745__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9723
[1040/4639] Image: 0d625a1a-56cc-410d-be87-72d30162aae8__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1960
[1041/4639] Image: 1021641a-aa54-4c3f-a1d6-e2933500cd9c__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2960
[1042/4639] Image: 91670ea4-19e8-47d2-b46d-3339bb760e2b__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8345
[1043/4639] Image: a583adcc-ff18-4ff7-9c38-b82c2265bf9e__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6762
[1044/4639] Image: d243cc75-6345-4a44-82f3-13ea00c60963__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3027
[1045/4639] Image: a4a8bc6b-deb6-45a1-9c4f-44f1d2d9a69c__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0324
[1046/4639] Image: 3dd4bc0e-8a41-4a7d-81a7-d88c3fb12ec5__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0471
[1047/4639] Image: 351a296b-1c5a-455e-bb1b-ce2fc78b7635__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1687
[1048/4639] Image: d152f097-e528-42f8-8198-f1bbab3ee63c__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7403
[1049/4639] Image: 97fe0c56-1787-46d5-ab73-66d7ae0ab097__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0837
[1050/4639] Image: 69f22f4b-856b-4e7b-852d-311dcb8990ef__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0706
[1051/4639] Image: 4f497e16-2a37-43d9-8f1b-6bea0fb29a54__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1354
[1052/4639] Image: 2415ac71-75d7-4e94-915a-bc640dde5c91__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8965
[1053/4639] Image: d74e89c0-688a-4bbf-b600-746297b86101__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.5684
[1054/4639] Image: cd72760d-ee7d-451a-992a-83f9de04c559__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9546
[1055/4639] Image: b65e6bf4-6912-452a-91b1-6574873a5138__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0541
[1056/4639] Image: e2843b22-3d14-413c-be8d-25e620156362__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0463
[1057/4639] Image: b5fb6b48-c3af-4442-b191-a243fb4d6688__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1332
[1058/4639] Image: d3436c88-c80b-4ea9-a11a-c4b03e133598__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0822
[1059/4639] Image: 0bf8fb45-29ec-4a17-9b29-ba8225d6a9f0__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2006
[1060/4639] Image: bcf13f88-b0b3-4bf7-882c-d60063a33041__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0016
[1061/4639] Image: 7d9c6927-cc94-42d9-b8dd-3b359d118706__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9883
[1062/4639] Image: b58b6143-160e-42d0-ac3c-c1c017806e82__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9856
[1063/4639] Image: 104ed8bd-988e-4de2-9395-e3579cd0d914__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3374
[1064/4639] Image: a5ef03a7-ed7a-4305-9845-d18fcfa43d8f__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9897
[1065/4639] Image: 44cef5c2-d646-48b7-a7e2-632ff28fcd42__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0010
[1066/4639] Image: a5590cd4-7239-4f9f-8cdd-9869ddc982e8__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4101
[1067/4639] Image: 25fdbb78-846f-45c6-bfb3-276e40dee800__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3634
[1068/4639] Image: 01bdcce3-f19b-4f9f-ae10-a1f91b90e5ed__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8109
[1069/4639] Image: 43d728cc-91cc-4abd-be28-4202451f16a5__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9942
[1070/4639] Image: ec0be82d-eea2-4fbb-b210-5079f9500bb5__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8977
[1071/4639] Image: d5dbc039-1617-41a7-8ba5-858f370c8633__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9596
[1072/4639] Image: a2608827-7745-41c0-81de-b0fa5e0eecec__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9959
[1073/4639] Image: 2c47729b-2663-4cda-83ea-87af568899c3__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9981
[1074/4639] Image: 57d6833c-e55d-4448-9d34-0d2c848e8316__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6499
[1075/4639] Image: 7c322385-fc5e-47bd-860f-d23e60a28a5e__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7840
[1076/4639] Image: f65fb1c5-ad2d-4274-8668-d9a69ccc0c18__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2422
[1077/4639] Image: ffb29a30-5c32-4b37-972a-084abc41b701__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9358
[1078/4639] Image: cc18e86a-f9b2-4208-ba7a-86c259b08de0__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0011
[1079/4639] Image: 51ca9d05-2a15-43f8-a7f7-12977460581b__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8976
[1080/4639] Image: 7ea014a7-1786-400e-9659-7d03f13e3136__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4909
[1081/4639] Image: bfb9fbdf-eecb-48a7-8d0c-ce4ac9cdee3f__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9712
[1082/4639] Image: 90936bb4-cba4-49b4-9b9f-7a130d70cd02__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1191
[1083/4639] Image: c38829e1-3c55-4626-99f7-dd33832a21f5__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9704
[1084/4639] Image: 49fc6e2a-e870-4aac-bf40-948ede79cfe8__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0102
[1085/4639] Image: adbaf11a-0042-46f9-8370-0a182983affb__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3760
[1086/4639] Image: 5115f192-722b-4efe-85d5-f588e53739be__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9784
[1087/4639] Image: 75834bdf-2642-4cfc-8922-8e46a66ef6c2__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2222
[1088/4639] Image: f29f9137-4859-4379-abdf-11650e75cb20__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9090
[1089/4639] Image: d3ac1141-cefd-4c3d-b98b-c5e3df4826d9__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8845
[1090/4639] Image: bb2e1363-c27e-425e-a735-c4ba8e7beeea__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9093
[1091/4639] Image: 72e6acc8-1d3c-4ff4-8a37-a5c12946793a__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.5932
[1092/4639] Image: 32b17e21-25ae-4af0-b040-df0d61ce2c30__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1398
[1093/4639] Image: 86542eaa-81b4-4f8a-9ff2-f7949b4adaa2__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9800
[1094/4639] Image: 7d1b2941-71da-4bb6-8f67-d1c75e30e797__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8998
[1095/4639] Image: 1bdfa23f-3664-483b-b390-059b0da64d38__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0127
[1096/4639] Image: ac2aca84-14c2-4c76-990c-8d0436efcf48__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9775
[1097/4639] Image: 93dc2b37-14bc-4b30-83f4-abfee349f706__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.5369
[1098/4639] Image: 52e3bcb2-9b64-4199-8c28-dc1748d0e476__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0889
[1099/4639] Image: cde32985-df1c-48b2-b788-508415be0e4d__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0045
[1100/4639] Image: b8cb2b43-3c58-42b7-b8fc-2ff06500fc2e__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4634
[1101/4639] Image: 3f86fda3-9763-45d1-ae64-415bfe56dfb6__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8231
[1102/4639] Image: d1472a55-0a38-479a-8d28-0fdc922acb57__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6059
[1103/4639] Image: 1d801cdd-7cf9-4e4c-b198-ca0024daccaf__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9701
[1104/4639] Image: a2f66af3-eb68-46ec-a2aa-b22c1e397f82__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0403
[1105/4639] Image: c595f2e7-d08e-4227-aa5a-dfec1082cc64__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0278
[1106/4639] Image: 22373380-4b15-4c3b-90d1-62e30d9b93e6__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0011
[1107/4639] Image: 420b88ed-0e05-4f26-a906-d1381c0bfaf5__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4656
[1108/4639] Image: 23812a10-08d4-465b-94d9-a302234008b5__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0202
[1109/4639] Image: 81af4aa0-d915-4c6a-a3f3-458f79610867__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9785
[1110/4639] Image: 356b47a8-a4d8-4179-8be0-f22c93a3b091__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2596
[1111/4639] Image: ac3465e5-4f24-4be7-a286-0d5af8462ad7__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4279
[1112/4639] Image: 942e60db-1866-49f0-9774-74ccd3aa00bb__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6620
[1113/4639] Image: e23c32e9-6da5-4719-a626-b2a8dc1375c9__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9846
[1114/4639] Image: 066f0b4e-8a5a-4794-836b-550e48edbee8__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0973
[1115/4639] Image: 77a91237-8a6d-48ac-a7cb-233617454f38__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1649
[1116/4639] Image: 1de8dc7a-4d72-4534-9044-8e3ffc2c83b7__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7990
[1117/4639] Image: 1b7689f3-8e8e-49b2-abe6-a55b0aafad42__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9977
[1118/4639] Image: 8d2f7656-8172-45e0-b4f9-1c53b18da6e4__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9867
[1119/4639] Image: a8800df3-c703-4f47-be98-b7f48facb245__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4078
[1120/4639] Image: 184fb843-0d6f-4e6c-939f-848451c22abb__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1546
[1121/4639] Image: c4798dde-4cef-4fed-9dfa-85b015862b69__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0174
[1122/4639] Image: a02b429b-0952-41e1-a171-aa0170913c82__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.5206
[1123/4639] Image: 6332d020-c122-4c04-968b-3e0b00174dbd__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1231
[1124/4639] Image: da04de88-012b-4725-a49a-05a1fc43f539__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2424
[1125/4639] Image: e741f03b-9083-4dfd-ab73-dea624de5a06__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0429
[1126/4639] Image: 0a620212-2bd7-424c-b2c7-5bdda98b5832__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9849
[1127/4639] Image: dbdf8395-b300-4523-8214-e4d9606cf656__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8320
[1128/4639] Image: cfebf297-b357-4a74-ba5d-13f8024d056b__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9864
[1129/4639] Image: 34aa846a-62ba-44eb-86a3-d449be4acdb5__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1545
[1130/4639] Image: 0008372f-15e1-4e3f-9863-18babedd500a__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3821
[1131/4639] Image: c1a94128-0b37-4e7a-9662-4b70b36bdd67__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1448
[1132/4639] Image: ba009692-94f8-4295-806c-944fc8f6bc4d__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2689
[1133/4639] Image: d15d9204-44d3-4f12-b862-f2c051856720__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1032
[1134/4639] Image: df4f462a-5dcf-4743-9a12-808727347742__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.5208
[1135/4639] Image: 1dfc209a-8fda-4a49-a912-7e7720020f64__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2856
[1136/4639] Image: 574a8a56-0603-4af5-a4e0-4457ab7091e4__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7985
[1137/4639] Image: 1f0bf15e-eb17-4fce-8cb8-16e24b806eca__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7630
[1138/4639] Image: d36887d7-e54d-44fd-b5e3-286d32d9f5b3__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8124
[1139/4639] Image: ab6cc4f5-61b1-4624-b61e-c6def18de209__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0313
[1140/4639] Image: cb7f2fb2-57b1-44e2-8a38-7b83011b9c7b__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3445
[1141/4639] Image: feaf3f61-f647-4458-8603-ebe74822c4f8__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9798
[1142/4639] Image: b86eb10d-42c3-4059-9c98-033dacb029fe__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6318
[1143/4639] Image: 3c7ece1c-675b-43ca-a387-8538971b3eec__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9827
[1144/4639] Image: 755f1b6d-bd5e-4c01-8f29-69a3ecc1e6ba__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4466
[1145/4639] Image: d595ded9-985b-4f7e-a5fc-c7de3a541169__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9241
[1146/4639] Image: 57c51480-84ee-4be6-bccd-2d6dd724524a__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9600
[1147/4639] Image: c8cc5c30-d97e-4223-9d6d-13d9b6906bde__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0233
[1148/4639] Image: 0dcec205-16e8-45f1-b1e8-970b78e64d78__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4857
[1149/4639] Image: bfb9fbdf-eecb-48a7-8d0c-ce4ac9cdee3f__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0785
[1150/4639] Image: 4b455ba4-c5ef-4f53-b7a3-25c9f28a06d1__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0660
[1151/4639] Image: 31a78b09-9117-4baf-bd43-4929b3b69bb3__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1240
[1152/4639] Image: 0964b239-d2a1-44a2-ae04-d9556d7eabfc__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.5901
[1153/4639] Image: 3b91660a-570f-48e3-808e-ea6a5bbc15be__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9281
[1154/4639] Image: caaa0c34-1d08-48f5-98b4-0b2802347d2c__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9877
[1155/4639] Image: bc57fc3d-f4c0-49be-bbc8-fd6f06672097__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3265
[1156/4639] Image: 59cab1d4-9b76-4e58-88f9-3e67164d5e31__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.5439
[1157/4639] Image: 566647c9-f7cf-4d0c-ae0b-00c3e3fce851__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6427
[1158/4639] Image: d22cfdbb-4ce1-47d8-83bf-7536e04a7f5a__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9992
[1159/4639] Image: 2f73e92a-9276-4b56-a05f-fa9047a5ddf2__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9994
[1160/4639] Image: d0fda3e5-6837-4c70-8a3b-cbd5906d6885__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1232
[1161/4639] Image: a2608827-7745-41c0-81de-b0fa5e0eecec__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3078
[1162/4639] Image: 7c2b8e68-9300-433e-b943-855a0093f146__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7380
[1163/4639] Image: 00e62101-db49-4988-92c5-e9fbdf58c478__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8214
[1164/4639] Image: af28d329-0fb5-47b0-880d-7e5c7f1b4a8d__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9947
[1165/4639] Image: 8d3ce4f0-40c6-4569-b2f7-2ba8044584c0__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.5991
[1166/4639] Image: e70566a1-4b22-49d4-86de-b8a072380d5a__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.5238
[1167/4639] Image: 5b51df0c-0a9f-4bd4-8d68-78af5e812d28__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0216
[1168/4639] Image: 5e651be3-5ba3-4295-b74f-1136a36c5e8c__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9960
[1169/4639] Image: 02f35bbc-9585-4e8b-acfd-c64efa331530__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0159
[1170/4639] Image: 6c502a0c-ac81-468b-bb6c-3905e68c774b__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.5329
[1171/4639] Image: 73ebbdee-8aff-4340-92bf-0e7ae09bf629__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3683
[1172/4639] Image: 394fdf3d-a0ba-44f5-b923-8ba6f5d06605__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0166
[1173/4639] Image: c17b9b55-07e3-49f2-a96e-5a9b5c643605__crop2.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8601
[1174/4639] Image: c8f13676-4625-4505-a7b9-a0c3139f58fb__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3080
[1175/4639] Image: 055f0f7a-6d7e-4048-b0ec-d5ef7935f8e7__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9539
[1176/4639] Image: e721a5a5-5c63-4a96-bd74-1b314ab106aa__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.6665
[1177/4639] Image: 6d91b3d4-f261-4dee-ba8c-1c82602fae91__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9750
[1178/4639] Image: 72e1a7a6-19dd-4b8d-887a-5c780d814e78__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.2392
[1179/4639] Image: 87ef215a-8895-4a7f-8383-1737b4e9f133__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.8702
[1180/4639] Image: 07044edf-b98c-4978-8913-3a0efd298601__crop0.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.7206
[1181/4639] Image: 32ecd432-639d-4976-8f6a-a78431d8f4e7__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4560
[1182/4639] Image: 570c5e48-1689-4d5c-ab9d-10c4c6493635__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.4073
[1183/4639] Image: 4ed83fe3-f7a4-437a-a915-ca99d5a2cb9f__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9687
[1184/4639] Image: d42b02f6-96a6-4c56-9bea-3fdb61fc6420__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.1057
[1185/4639] Image: 667451a3-f029-4486-8a6c-6ae0737d90a3__crop3.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9623
[1186/4639] Image: f32610a8-d320-4695-81d0-79780fda9718__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0185
[1187/4639] Image: 03c15c4e-108b-471f-8cd9-3a0dfe208b0e__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0280
[1188/4639] Image: d26879a3-dacd-4079-bf05-ee5385cf865c__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0709
[1189/4639] Image: ced5479d-2af7-444b-b2c0-c817e23c1985__crop3.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0210
[1190/4639] Image: 47b06289-d92e-4b35-bd96-f269866d6949__crop1.png | True: FAKE | Pred: 1 (0=Real, 1=Fake) | Prob: 0.9903
[1191/4639] Image: f8b6eafb-0ac6-40a2-9216-a1d3fc5f27eb__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0782
[1192/4639] Image: 99047fe0-9df7-4968-b69c-a61f1bb0b077__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.3551
[1193/4639] Image: d11d8735-c197-4e79-a47f-a8f93d071e97__crop1.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0649
[1194/4639] Image: 6c55dc66-5229-4d72-8d3b-14f71aa156e3__crop2.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0041
[1195/4639] Image: 1ba5937f-2721-4294-9fb0-331faeb1cf1d__crop0.png | True: FAKE | Pred: 0 (0=Real, 1=Fake) | Prob: 0.0671
